Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-04 15:29:14,049-Speed 3880.53 samples/sec  Loss 1.9503  LearningRate 0.1570  ProxyLR: 7.8481  Epoch: 2  Global Step: 16220   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:16,688-Speed 3881.08 samples/sec  Loss 2.0615  LearningRate 0.1569  ProxyLR: 7.8469  Epoch: 2  Global Step: 16230   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:19,326-Speed 3882.58 samples/sec  Loss 2.0125  LearningRate 0.1569  ProxyLR: 7.8456  Epoch: 2  Global Step: 16240   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:21,965-Speed 3880.83 samples/sec  Loss 2.0371  LearningRate 0.1569  ProxyLR: 7.8444  Epoch: 2  Global Step: 16250   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:24,603-Speed 3883.09 samples/sec  Loss 2.0009  LearningRate 0.1569  ProxyLR: 7.8431  Epoch: 2  Global Step: 16260   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:27,239-Speed 3884.29 samples/sec  Loss 1.9448  LearningRate 0.1568  ProxyLR: 7.8419  Epoch: 2  Global Step: 16270   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:29,881-Speed 3878.15 samples/sec  Loss 2.1019  LearningRate 0.1568  ProxyLR: 7.8406  Epoch: 2  Global Step: 16280   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:32,499-Speed 3911.72 samples/sec  Loss 2.0420  LearningRate 0.1568  ProxyLR: 7.8394  Epoch: 2  Global Step: 16290   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:35,130-Speed 3892.78 samples/sec  Loss 2.0945  LearningRate 0.1568  ProxyLR: 7.8381  Epoch: 2  Global Step: 16300   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:37,760-Speed 3894.43 samples/sec  Loss 1.9663  LearningRate 0.1567  ProxyLR: 7.8369  Epoch: 2  Global Step: 16310   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:40,390-Speed 3894.55 samples/sec  Loss 2.0968  LearningRate 0.1567  ProxyLR: 7.8356  Epoch: 2  Global Step: 16320   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:43,024-Speed 3889.62 samples/sec  Loss 2.0144  LearningRate 0.1567  ProxyLR: 7.8344  Epoch: 2  Global Step: 16330   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:45,655-Speed 3892.81 samples/sec  Loss 2.1537  LearningRate 0.1567  ProxyLR: 7.8332  Epoch: 2  Global Step: 16340   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:48,287-Speed 3891.75 samples/sec  Loss 2.0938  LearningRate 0.1566  ProxyLR: 7.8319  Epoch: 2  Global Step: 16350   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:50,918-Speed 3893.33 samples/sec  Loss 2.1503  LearningRate 0.1566  ProxyLR: 7.8307  Epoch: 2  Global Step: 16360   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:53,549-Speed 3891.72 samples/sec  Loss 2.0797  LearningRate 0.1566  ProxyLR: 7.8294  Epoch: 2  Global Step: 16370   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:56,181-Speed 3892.25 samples/sec  Loss 2.0724  LearningRate 0.1566  ProxyLR: 7.8282  Epoch: 2  Global Step: 16380   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:29:58,813-Speed 3891.23 samples/sec  Loss 1.9419  LearningRate 0.1565  ProxyLR: 7.8269  Epoch: 2  Global Step: 16390   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:01,445-Speed 3891.01 samples/sec  Loss 1.9022  LearningRate 0.1565  ProxyLR: 7.8257  Epoch: 2  Global Step: 16400   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:04,079-Speed 3889.11 samples/sec  Loss 1.8845  LearningRate 0.1565  ProxyLR: 7.8244  Epoch: 2  Global Step: 16410   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:06,710-Speed 3892.69 samples/sec  Loss 1.9695  LearningRate 0.1565  ProxyLR: 7.8232  Epoch: 2  Global Step: 16420   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:09,341-Speed 3893.43 samples/sec  Loss 1.9955  LearningRate 0.1564  ProxyLR: 7.8219  Epoch: 2  Global Step: 16430   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:11,971-Speed 3894.00 samples/sec  Loss 2.0560  LearningRate 0.1564  ProxyLR: 7.8207  Epoch: 2  Global Step: 16440   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:14,590-Speed 3911.42 samples/sec  Loss 1.9047  LearningRate 0.1564  ProxyLR: 7.8195  Epoch: 2  Global Step: 16450   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:17,222-Speed 3890.82 samples/sec  Loss 2.0799  LearningRate 0.1564  ProxyLR: 7.8182  Epoch: 2  Global Step: 16460   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:19,854-Speed 3892.10 samples/sec  Loss 1.9447  LearningRate 0.1563  ProxyLR: 7.8170  Epoch: 2  Global Step: 16470   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:22,484-Speed 3894.32 samples/sec  Loss 1.9699  LearningRate 0.1563  ProxyLR: 7.8157  Epoch: 2  Global Step: 16480   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:25,115-Speed 3893.92 samples/sec  Loss 2.1037  LearningRate 0.1563  ProxyLR: 7.8145  Epoch: 2  Global Step: 16490   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:27,744-Speed 3895.60 samples/sec  Loss 1.9758  LearningRate 0.1563  ProxyLR: 7.8132  Epoch: 2  Global Step: 16500   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:30,373-Speed 3895.96 samples/sec  Loss 1.8911  LearningRate 0.1562  ProxyLR: 7.8120  Epoch: 2  Global Step: 16510   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:33,003-Speed 3895.25 samples/sec  Loss 1.9301  LearningRate 0.1562  ProxyLR: 7.8108  Epoch: 2  Global Step: 16520   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:35,633-Speed 3894.12 samples/sec  Loss 2.0026  LearningRate 0.1562  ProxyLR: 7.8095  Epoch: 2  Global Step: 16530   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:38,262-Speed 3896.12 samples/sec  Loss 2.0683  LearningRate 0.1562  ProxyLR: 7.8083  Epoch: 2  Global Step: 16540   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:30:40,892-Speed 3894.55 samples/sec  Loss 1.9848  LearningRate 0.1561  ProxyLR: 7.8070  Epoch: 2  Global Step: 16550   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:43,521-Speed 3895.90 samples/sec  Loss 2.1211  LearningRate 0.1561  ProxyLR: 7.8058  Epoch: 2  Global Step: 16560   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:46,149-Speed 3896.56 samples/sec  Loss 1.9658  LearningRate 0.1561  ProxyLR: 7.8045  Epoch: 2  Global Step: 16570   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:48,780-Speed 3894.11 samples/sec  Loss 1.9520  LearningRate 0.1561  ProxyLR: 7.8033  Epoch: 2  Global Step: 16580   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:51,409-Speed 3894.97 samples/sec  Loss 2.0575  LearningRate 0.1560  ProxyLR: 7.8021  Epoch: 2  Global Step: 16590   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:54,040-Speed 3893.50 samples/sec  Loss 1.9977  LearningRate 0.1560  ProxyLR: 7.8008  Epoch: 2  Global Step: 16600   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:56,670-Speed 3894.79 samples/sec  Loss 2.0074  LearningRate 0.1560  ProxyLR: 7.7996  Epoch: 2  Global Step: 16610   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:30:59,299-Speed 3895.79 samples/sec  Loss 2.0055  LearningRate 0.1560  ProxyLR: 7.7983  Epoch: 2  Global Step: 16620   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:31:01,916-Speed 3914.06 samples/sec  Loss 2.1311  LearningRate 0.1559  ProxyLR: 7.7971  Epoch: 2  Global Step: 16630   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:04,547-Speed 3893.38 samples/sec  Loss 1.9914  LearningRate 0.1559  ProxyLR: 7.7958  Epoch: 2  Global Step: 16640   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:07,177-Speed 3893.48 samples/sec  Loss 2.1297  LearningRate 0.1559  ProxyLR: 7.7946  Epoch: 2  Global Step: 16650   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:09,807-Speed 3894.91 samples/sec  Loss 2.0034  LearningRate 0.1559  ProxyLR: 7.7934  Epoch: 2  Global Step: 16660   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:12,437-Speed 3894.33 samples/sec  Loss 2.0012  LearningRate 0.1558  ProxyLR: 7.7921  Epoch: 2  Global Step: 16670   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:15,068-Speed 3893.21 samples/sec  Loss 2.1701  LearningRate 0.1558  ProxyLR: 7.7909  Epoch: 2  Global Step: 16680   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:17,698-Speed 3894.43 samples/sec  Loss 2.0974  LearningRate 0.1558  ProxyLR: 7.7896  Epoch: 2  Global Step: 16690   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:20,328-Speed 3895.27 samples/sec  Loss 2.1000  LearningRate 0.1558  ProxyLR: 7.7884  Epoch: 2  Global Step: 16700   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:22,958-Speed 3893.78 samples/sec  Loss 2.1282  LearningRate 0.1557  ProxyLR: 7.7871  Epoch: 2  Global Step: 16710   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:25,588-Speed 3894.99 samples/sec  Loss 2.2490  LearningRate 0.1557  ProxyLR: 7.7859  Epoch: 2  Global Step: 16720   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:28,218-Speed 3894.77 samples/sec  Loss 2.1451  LearningRate 0.1557  ProxyLR: 7.7847  Epoch: 2  Global Step: 16730   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:31:30,834-Speed 3915.01 samples/sec  Loss 2.1064  LearningRate 0.1557  ProxyLR: 7.7834  Epoch: 2  Global Step: 16740   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:33,463-Speed 3894.90 samples/sec  Loss 1.9840  LearningRate 0.1556  ProxyLR: 7.7822  Epoch: 2  Global Step: 16750   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:36,093-Speed 3895.44 samples/sec  Loss 2.0040  LearningRate 0.1556  ProxyLR: 7.7809  Epoch: 2  Global Step: 16760   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:38,720-Speed 3898.32 samples/sec  Loss 1.9505  LearningRate 0.1556  ProxyLR: 7.7797  Epoch: 2  Global Step: 16770   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:41,350-Speed 3895.10 samples/sec  Loss 2.0065  LearningRate 0.1556  ProxyLR: 7.7785  Epoch: 2  Global Step: 16780   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:43,979-Speed 3895.87 samples/sec  Loss 2.0321  LearningRate 0.1555  ProxyLR: 7.7772  Epoch: 2  Global Step: 16790   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:46,607-Speed 3897.93 samples/sec  Loss 2.1740  LearningRate 0.1555  ProxyLR: 7.7760  Epoch: 2  Global Step: 16800   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:49,238-Speed 3892.75 samples/sec  Loss 2.0757  LearningRate 0.1555  ProxyLR: 7.7747  Epoch: 2  Global Step: 16810   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:51,869-Speed 3892.14 samples/sec  Loss 1.9926  LearningRate 0.1555  ProxyLR: 7.7735  Epoch: 2  Global Step: 16820   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:54,499-Speed 3895.03 samples/sec  Loss 2.1271  LearningRate 0.1554  ProxyLR: 7.7723  Epoch: 2  Global Step: 16830   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:31:57,128-Speed 3896.85 samples/sec  Loss 1.9660  LearningRate 0.1554  ProxyLR: 7.7710  Epoch: 2  Global Step: 16840   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:31:59,743-Speed 3916.50 samples/sec  Loss 2.0644  LearningRate 0.1554  ProxyLR: 7.7698  Epoch: 2  Global Step: 16850   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:02,375-Speed 3891.80 samples/sec  Loss 2.0080  LearningRate 0.1554  ProxyLR: 7.7685  Epoch: 2  Global Step: 16860   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:05,005-Speed 3894.77 samples/sec  Loss 2.2063  LearningRate 0.1553  ProxyLR: 7.7673  Epoch: 2  Global Step: 16870   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:07,634-Speed 3895.75 samples/sec  Loss 1.9767  LearningRate 0.1553  ProxyLR: 7.7661  Epoch: 2  Global Step: 16880   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:10,263-Speed 3896.24 samples/sec  Loss 2.1208  LearningRate 0.1553  ProxyLR: 7.7648  Epoch: 2  Global Step: 16890   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:12,892-Speed 3895.89 samples/sec  Loss 2.0830  LearningRate 0.1553  ProxyLR: 7.7636  Epoch: 2  Global Step: 16900   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:15,521-Speed 3894.94 samples/sec  Loss 2.0971  LearningRate 0.1552  ProxyLR: 7.7623  Epoch: 2  Global Step: 16910   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:18,150-Speed 3896.08 samples/sec  Loss 1.9742  LearningRate 0.1552  ProxyLR: 7.7611  Epoch: 2  Global Step: 16920   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:20,780-Speed 3895.01 samples/sec  Loss 2.0734  LearningRate 0.1552  ProxyLR: 7.7599  Epoch: 2  Global Step: 16930   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:23,409-Speed 3896.19 samples/sec  Loss 2.0576  LearningRate 0.1552  ProxyLR: 7.7586  Epoch: 2  Global Step: 16940   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:26,041-Speed 3891.15 samples/sec  Loss 2.0136  LearningRate 0.1551  ProxyLR: 7.7574  Epoch: 2  Global Step: 16950   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:32:28,673-Speed 3891.11 samples/sec  Loss 2.0843  LearningRate 0.1551  ProxyLR: 7.7561  Epoch: 2  Global Step: 16960   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:32:31,291-Speed 3912.09 samples/sec  Loss 1.9930  LearningRate 0.1551  ProxyLR: 7.7549  Epoch: 2  Global Step: 16970   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:33,925-Speed 3889.87 samples/sec  Loss 1.9119  LearningRate 0.1551  ProxyLR: 7.7537  Epoch: 2  Global Step: 16980   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:36,563-Speed 3882.66 samples/sec  Loss 1.8990  LearningRate 0.1550  ProxyLR: 7.7524  Epoch: 2  Global Step: 16990   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:39,195-Speed 3890.68 samples/sec  Loss 1.9912  LearningRate 0.1550  ProxyLR: 7.7512  Epoch: 2  Global Step: 17000   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:41,831-Speed 3885.62 samples/sec  Loss 2.0482  LearningRate 0.1550  ProxyLR: 7.7499  Epoch: 2  Global Step: 17010   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:44,473-Speed 3877.02 samples/sec  Loss 2.1294  LearningRate 0.1550  ProxyLR: 7.7487  Epoch: 2  Global Step: 17020   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:47,115-Speed 3877.71 samples/sec  Loss 2.0206  LearningRate 0.1549  ProxyLR: 7.7475  Epoch: 2  Global Step: 17030   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:49,755-Speed 3879.79 samples/sec  Loss 1.9992  LearningRate 0.1549  ProxyLR: 7.7462  Epoch: 2  Global Step: 17040   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:32:52,449-Speed 3801.13 samples/sec  Loss 2.2069  LearningRate 0.1549  ProxyLR: 7.7450  Epoch: 2  Global Step: 17050   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:01,822-Speed 1092.66 samples/sec  Loss 1.8425  LearningRate 0.1549  ProxyLR: 7.7438  Epoch: 3  Global Step: 17060   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:04,472-Speed 3865.12 samples/sec  Loss 1.2941  LearningRate 0.1549  ProxyLR: 7.7425  Epoch: 3  Global Step: 17070   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:07,131-Speed 3852.49 samples/sec  Loss 1.1318  LearningRate 0.1548  ProxyLR: 7.7413  Epoch: 3  Global Step: 17080   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:09,760-Speed 3895.24 samples/sec  Loss 1.1888  LearningRate 0.1548  ProxyLR: 7.7400  Epoch: 3  Global Step: 17090   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:12,390-Speed 3894.09 samples/sec  Loss 1.2059  LearningRate 0.1548  ProxyLR: 7.7388  Epoch: 3  Global Step: 17100   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:15,023-Speed 3890.22 samples/sec  Loss 1.1218  LearningRate 0.1548  ProxyLR: 7.7376  Epoch: 3  Global Step: 17110   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:17,659-Speed 3885.46 samples/sec  Loss 1.2195  LearningRate 0.1547  ProxyLR: 7.7363  Epoch: 3  Global Step: 17120   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:20,343-Speed 3816.50 samples/sec  Loss 1.1120  LearningRate 0.1547  ProxyLR: 7.7351  Epoch: 3  Global Step: 17130   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:22,979-Speed 3885.60 samples/sec  Loss 1.2342  LearningRate 0.1547  ProxyLR: 7.7339  Epoch: 3  Global Step: 17140   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:25,608-Speed 3895.92 samples/sec  Loss 1.1466  LearningRate 0.1547  ProxyLR: 7.7326  Epoch: 3  Global Step: 17150   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:28,239-Speed 3892.22 samples/sec  Loss 1.2014  LearningRate 0.1546  ProxyLR: 7.7314  Epoch: 3  Global Step: 17160   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:30,855-Speed 3915.78 samples/sec  Loss 1.1891  LearningRate 0.1546  ProxyLR: 7.7301  Epoch: 3  Global Step: 17170   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:33:33,470-Speed 3916.37 samples/sec  Loss 1.1413  LearningRate 0.1546  ProxyLR: 7.7289  Epoch: 3  Global Step: 17180   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:36,102-Speed 3892.47 samples/sec  Loss 1.1894  LearningRate 0.1546  ProxyLR: 7.7277  Epoch: 3  Global Step: 17190   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:38,735-Speed 3890.37 samples/sec  Loss 1.1373  LearningRate 0.1545  ProxyLR: 7.7264  Epoch: 3  Global Step: 17200   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:41,364-Speed 3895.77 samples/sec  Loss 1.1707  LearningRate 0.1545  ProxyLR: 7.7252  Epoch: 3  Global Step: 17210   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:43,991-Speed 3898.05 samples/sec  Loss 1.1683  LearningRate 0.1545  ProxyLR: 7.7240  Epoch: 3  Global Step: 17220   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:46,617-Speed 3901.05 samples/sec  Loss 1.2131  LearningRate 0.1545  ProxyLR: 7.7227  Epoch: 3  Global Step: 17230   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:49,245-Speed 3896.78 samples/sec  Loss 1.1824  LearningRate 0.1544  ProxyLR: 7.7215  Epoch: 3  Global Step: 17240   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:51,874-Speed 3895.82 samples/sec  Loss 1.2943  LearningRate 0.1544  ProxyLR: 7.7202  Epoch: 3  Global Step: 17250   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:54,503-Speed 3896.34 samples/sec  Loss 1.1580  LearningRate 0.1544  ProxyLR: 7.7190  Epoch: 3  Global Step: 17260   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:57,130-Speed 3898.60 samples/sec  Loss 1.3110  LearningRate 0.1544  ProxyLR: 7.7178  Epoch: 3  Global Step: 17270   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:33:59,757-Speed 3899.71 samples/sec  Loss 1.3240  LearningRate 0.1543  ProxyLR: 7.7165  Epoch: 3  Global Step: 17280   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:34:02,383-Speed 3900.13 samples/sec  Loss 1.1961  LearningRate 0.1543  ProxyLR: 7.7153  Epoch: 3  Global Step: 17290   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:34:05,008-Speed 3901.27 samples/sec  Loss 1.2550  LearningRate 0.1543  ProxyLR: 7.7141  Epoch: 3  Global Step: 17300   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:34:07,638-Speed 3894.69 samples/sec  Loss 1.2471  LearningRate 0.1543  ProxyLR: 7.7128  Epoch: 3  Global Step: 17310   Fp16 Grad Scale: 524288  Required: 10 hours
Training: 2023-05-04 15:34:10,301-Speed 3846.63 samples/sec  Loss 1.2893  LearningRate 0.1542  ProxyLR: 7.7116  Epoch: 3  Global Step: 17320   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:34:12,926-Speed 3901.62 samples/sec  Loss 1.1961  LearningRate 0.1542  ProxyLR: 7.7104  Epoch: 3  Global Step: 17330   Fp16 Grad Scale: 262144  Required: 10 hours
Training: 2023-05-04 15:34:15,555-Speed 3895.98 samples/sec  Loss 1.1216  LearningRate 0.1542  ProxyLR: 7.7091  Epoch: 3  Global Step: 17340   Fp16 Grad Scale: 262144  Required: 10 hours
